Price,Close,High,Low,Open,Volume
Ticker,WFC,WFC,WFC,WFC,WFC
Date,,,,,
2018-01-02,48.892459869384766,49.10855066187049,48.58032974236163,48.85244373441379,13819300
2018-01-03,49.26859664916992,49.436666174166184,48.90044043099146,48.99648277644709,14203700
2018-01-04,49.88486099243164,50.46109987352243,49.54871884651377,49.60474202866101,18740500
2018-01-05,50.22100067138672,50.26902185080237,49.69277990995248,50.22900267477208,14217900
2018-01-08,49.65275955200195,50.20498932952631,49.572724259802186,50.148966151503586,15569400
2018-01-09,49.828834533691406,50.23700691954365,49.676772047550344,49.86084865278461,15766500
2018-01-10,50.51711654663086,50.741212299379924,49.90886362467552,50.00490291697709,18107500
2018-01-11,50.4290885925293,50.95730937752853,50.17298173028934,50.94130537004383,22075000
2018-01-12,50.06093978881836,50.74122618242205,49.66077239953438,50.58115861610148,25886100
2018-01-16,50.02091979980469,50.54113858693652,49.764812934672456,50.25301760040409,17907800
2018-01-17,51.125389099121094,51.25344254805611,50.012924189054154,50.30104215938163,23892900
2018-01-18,51.18140411376953,51.4695220380577,51.109373869438855,51.11737587301579,16305900
2018-01-19,51.39748764038086,51.429501756269076,51.08535764305614,51.34146446409356,16524000
2018-01-22,51.805660247802734,51.82166425279378,51.19740425498201,51.22141331550273,12245200
2018-01-23,51.61357879638672,51.90169975288572,51.39749113204681,51.46951831813722,12937100
2018-01-24,52.40591812133789,52.5259634398302,51.86169028858606,51.98173560707837,20180300
2018-01-25,52.5419807434082,52.70204526068227,52.341897043780655,52.58199381969175,17568700
2018-01-26,52.76606369018555,52.8541009901234,52.22183588423733,52.734049571474614,16251900
2018-01-29,52.67802429199219,53.070186544960194,52.549973928317726,52.64601017455643,16105200
2018-01-30,52.245849609375,52.76606839923355,52.245849609375,52.36590103873765,16158900
2018-01-31,52.646026611328125,52.90213352470549,52.14982290132411,52.237854119171224,18147900
2018-02-01,52.74262237548828,53.209580308026894,52.3803201203887,52.62990775634247,15717600
2018-02-02,51.58326721191406,52.75872410690741,51.390043019685564,52.59770497046472,18905300
2018-02-05,46.8250846862793,48.217921262705886,46.29371348908046,47.259843776144756,103394400
2018-02-06,46.116580963134766,47.098813614473684,44.98137891168691,45.81869189082032,83076900
2018-02-07,46.325927734375,46.792888905114296,45.68989150322274,45.84286095943586,45551000
2018-02-08,44.60298156738281,46.245399447882946,44.56272371297057,46.156840153408055,43569700
2018-02-09,45.19071578979492,45.52080996805399,44.05551356005097,45.19876551896264,48904600
2018-02-12,45.48859786987305,45.98776392460326,44.98943181514284,45.37588325150587,24401300
2018-02-13,46.69626235961914,46.76872219992345,45.045791631846754,45.1343540001346,24234200
2018-02-14,47.94418716430664,47.98444195541353,46.53524797685959,46.57550276796648,23681800
2018-02-15,48.32258224487305,48.38698928744844,47.6221391489331,48.16156003156967,22397300
2018-02-16,48.26622772216797,48.652679213698846,48.040795382009044,48.040795382009044,18661900
2018-02-20,48.26622772216797,49.32897009168873,48.12935775800968,48.19376787555321,18517600
2018-02-21,48.089107513427734,48.70099140292581,48.089107513427734,48.193772428702566,19987800
2018-02-22,47.3484001159668,48.44334435901042,47.24373522147797,48.20986538533352,17948600
2018-02-23,47.63823699951172,47.694597382823886,46.97804871135211,47.5577274311969,21099200
2018-02-26,48.2823371887207,48.30648945064798,47.46112649951042,48.10521241127028,16478300
2018-02-27,47.67045593261719,48.69294371833484,47.67045593261719,48.33064441296338,17024400
2018-02-28,47.02635955810547,48.16156174907437,46.953899713097094,47.87977516917702,17869100
2018-03-01,46.140743255615234,47.45306716025864,45.93946624396819,46.897543713760456,28491000
2018-03-02,46.22124481201172,46.39031673536144,45.42418663283844,45.826740586286114,22428500
2018-03-05,46.36617660522461,46.672118549793495,45.56106848780188,45.73819325643288,20560900
2018-03-06,45.94751739501953,46.59160323797382,45.60132067857344,46.462786069382965,23975900
2018-03-07,45.56912612915039,45.68184386500389,45.09411213455128,45.40810693470535,24788700
2018-03-08,45.66572952270508,45.9072613231597,45.27122522734253,45.6898817813775,16828400
2018-03-09,46.88145065307617,46.91365571854269,45.891167924311375,46.01998511493336,19051500
2018-03-12,46.71237564086914,47.14713478277727,46.664068045798054,46.91365268013284,12414800
2018-03-13,46.342018127441406,47.03440843569192,46.22930042627924,47.010256178207406,13810600
2018-03-14,45.59326934814453,46.61575693159767,45.448349654663396,46.58355187276999,12212900
2018-03-15,45.754295349121094,45.98777436679231,45.27928144154136,45.70598775689065,13277700
2018-03-16,45.00553512573242,46.028019508002544,44.981379799059646,45.883102904181186,37095000
2018-03-19,44.667396545410156,45.078003391948975,44.25679277011498,44.98944101048987,17982200
2018-03-20,44.200439453125,44.99749481596759,44.007212142325756,44.900882696189925,26874600
2018-03-21,44.11186981201172,44.747905894413684,43.91059280400427,44.29704429082936,18997300
2018-03-22,42.29233169555664,43.701271009988794,42.010545061167804,43.64491368311102,32656300
2018-03-23,41.04440689086914,42.46944846869984,41.01220183265702,42.44529621066245,30975800
2018-03-26,42.099098205566406,42.30842493495758,41.47916467483093,41.825361361751305,26718000
2018-03-27,41.141029357910156,42.509713964270404,40.81093510619188,42.1876725147554,23669300
2018-03-28,41.44695281982422,41.809251975929186,41.02024663110214,41.1893185468702,23342500
2018-03-29,42.19571304321289,42.469449904785414,41.6401895908643,41.913926452436826,17706800
2018-04-02,41.34229278564453,42.18765860612199,40.59354213228876,42.16350327871999,23359800
2018-04-03,41.930030822753906,42.018590132854364,41.10882020198639,41.6401914188073,16646400
2018-04-04,42.598270416259766,42.70293533158666,41.06856376299742,41.16517894848859,15952700
2018-04-05,42.88005065917969,43.443626872515246,42.710978716552,42.944460773272105,16488800
2018-04-06,42.0507926940918,42.60631613780702,41.83341315405277,42.388939669011435,22943800
2018-04-09,42.06689453125,42.93641267709754,41.994434685762705,42.26817153857655,17032000
2018-04-10,42.36479187011719,42.71904143740907,41.962237777281146,42.66268411011154,14594700
2018-04-11,41.809261322021484,42.24402040653401,41.640189368458884,42.123252970421596,14673200
2018-04-12,42.429203033447266,42.88811446476753,41.88977893885077,41.99444386548783,19967800
2018-04-13,40.97195053100586,42.107152823986155,40.907543480345886,41.873670738951,32054900
2018-04-16,40.89947509765625,41.33423404114084,40.50497400064587,40.730403198937516,31879100
2018-04-17,40.71430969238281,41.18932351630963,40.64990265199508,41.02025158014326,25507100
2018-04-18,40.56939697265625,41.03636114836447,40.46473205892101,40.88338864261827,21055700
2018-04-19,41.495262145996094,41.55161945362656,40.64989946029624,40.66599891569672,23678400
2018-04-20,42.31647872924805,42.525805463558044,41.72069744180004,41.80925981559236,31149300
2018-04-23,42.35673141479492,42.54190588206366,42.010534736914124,42.30842383023834,17723900
2018-04-24,42.27622604370117,43.27456146417544,42.01054196106089,42.63047558221321,23052100
2018-04-25,42.75929260253906,43.06523454707087,41.80926477839586,42.21986856688445,20978500
2018-04-26,42.219871520996094,42.75929559439404,42.07495180403807,42.66268347350334,17025800
2018-04-27,42.15546417236328,42.62242531280611,42.03469671865286,42.09105404471934,12304300
2018-04-30,41.83340835571289,42.710976144289404,41.83340835571289,42.316474968583584,17050500
2018-05-01,42.31647872924805,42.34868071597341,41.543572694215406,41.672389854846955,13903800
2018-05-02,42.01858901977539,42.56606275245107,41.91392718209,42.171561518496965,16397200
2018-05-03,41.80768966674805,42.01048210429219,41.215536120443204,41.87258163769132,19216100
