Price,Close,High,Low,Open,Volume
Ticker,ORCL,ORCL,ORCL,ORCL,ORCL
Date,,,,,
2018-01-02,41.36024475097656,42.398018920337705,40.95222776491571,42.19401211910236,25380000
2018-01-03,42.31818771362305,42.63750386743187,42.07870059826643,42.15852963671863,24165000
2018-01-04,42.73506546020508,42.743933847969856,42.32705195123751,42.56653902395918,19815100
2018-01-05,42.99230194091797,43.13421986081074,42.823772084827105,42.94794984178452,14496400
2018-01-08,43.44466781616211,43.524496864123066,42.52219956941114,42.84151576125497,15075000
2018-01-09,43.68508529663086,43.952217214549,43.5604205646202,43.85426805206681,14153700
2018-01-10,43.45355987548828,43.87206861533813,43.25766498606648,43.50698760720292,13476600
2018-01-11,43.587135314941406,43.649465981391934,43.13300800592578,43.51589832655991,11687800
2018-01-12,44.085777282714844,44.37072181773244,43.6850811423258,43.79193321997845,15978200
2018-01-16,44.15701675415039,44.5755255606275,44.02344910198257,44.38853016823925,17152600
2018-01-17,44.762516021728516,44.78032526785813,44.38852864653932,44.44195638492817,23183100
2018-01-18,44.72689437866211,45.12759389643507,44.61113598535744,44.69127588891204,17119200
2018-01-19,45.03855895996094,45.05636481118957,44.76252071118286,44.96732196797947,14011500
2018-01-22,45.15430450439453,45.18102006916661,44.76251132098632,44.90498187829531,16840000
2018-01-23,45.51939010620117,45.65295775322138,45.02964772840435,45.18992754612206,14141400
2018-01-24,45.813236236572266,46.30297860010474,45.5995286869177,45.73309633004759,17205600
2018-01-25,45.94679641723633,46.34749591440298,45.893372082124756,45.893372082124756,13904300
2018-01-26,46.97080993652344,46.97080993652344,46.089270966360345,46.17831719387323,14909200
2018-01-29,46.249542236328125,47.006419744936004,46.1961179064547,46.8995642916579,12234900
2018-01-30,45.37691879272461,46.294076267286044,45.18992680736632,46.07146579040246,16863500
2018-01-31,45.937904357910156,46.16941779060028,45.28788208511727,45.28788208511727,16806800
2018-02-01,45.97351837158203,46.28517169227059,45.644052407692485,45.73309863986524,11674100
2018-02-02,44.637855529785156,45.777620129249655,44.5577156190874,45.63514955431659,17562200
2018-02-05,42.821353912353516,45.14540796709879,42.79464174056865,44.557716410466256,19725800
2018-02-06,43.987823486328125,44.085769224827104,41.681579234859505,42.14460934907794,25921200
2018-02-07,43.51588439941406,44.38851684720426,43.471362994307874,43.8097317872928,15138000
2018-02-08,41.70829772949219,43.738504125734885,41.68158556009937,43.71179195634207,21255400
2018-02-09,42.50078201293945,42.874769293957534,40.88908131008715,42.367217795748765,23191000
2018-02-12,42.87477493286133,43.177525287116445,42.49188467904556,42.9371055884345,16261600
2018-02-13,43.17753601074219,43.346718775492675,42.536416655027814,42.750120842421396,12633100
2018-02-14,44.032352447509766,44.09468310850397,42.86587234062365,42.910393756081476,14271400
2018-02-15,45.09197235107422,45.13649376186179,44.01453858489177,44.254958279263754,14132500
2018-02-16,45.15430450439453,45.53719476405606,44.958409611073435,45.01183394708554,11098800
2018-02-20,44.42414474487305,44.798132099908834,44.21934352056834,44.700182949857414,14144900
2018-02-21,44.01454162597656,44.82484358665364,44.01454162597656,44.40633482344954,13050800
2018-02-22,44.15701675415039,44.5755255606275,43.99673693025561,44.15701675415039,9513200
2018-02-23,44.96731185913086,45.02964251471907,44.183722107322815,44.33509898286988,8866800
2018-02-26,45.56391143798828,45.644051346697694,44.9673169817476,45.04745689045701,12956000
2018-02-27,45.17212677001953,45.76872473600353,45.00294399593569,45.47487721616805,14339600
2018-02-28,45.118690490722656,45.857758915340064,45.118690490722656,45.46596569307402,14947900
2018-03-01,44.26386642456055,45.37691880938715,44.00563745605686,45.37691880938715,16539800
2018-03-02,44.807037353515625,44.87827433789871,43.77412485732551,43.925501750756375,17291000
2018-03-05,45.67075729370117,45.848846319626645,44.38851902445029,44.433043828505895,18771500
2018-03-06,45.85775375366211,46.11598269681919,45.60843113089857,45.91118148572543,13907100
2018-03-07,46.05366516113281,46.133805083675476,45.439257956050085,45.4659735280756,11727300
2018-03-08,46.41873550415039,46.44544767321038,45.83104400746748,46.249549375394025,15864400
2018-03-09,47.16671371459961,47.19342588757064,46.48107296862102,46.614637230242835,16218600
2018-03-12,47.10437774658203,47.58521378979302,46.899573120958685,47.17561133207888,14108400
2018-03-13,46.81943130493164,47.62082688397054,46.6057237791284,47.407122754933184,12864400
2018-03-14,46.58792495727539,47.32699344437636,46.46326362132261,47.086573697853154,10885500
2018-03-15,46.632442474365234,46.89957437144194,46.40092906936979,46.49887822421007,14155200
2018-03-16,46.54339599609375,46.91737994336101,46.52558675144777,46.65915438790956,21011500
2018-03-19,46.25845718383789,46.81943652950079,45.866660575605785,46.68586888637325,25777400
2018-03-20,41.89529037475586,42.51860037903741,41.34321735234249,41.67267990156718,68601000
2018-03-21,41.86857986450195,42.794640284897426,41.85967354303228,42.1089995926873,34597700
2018-03-22,40.86238098144531,41.86858134686045,40.719910403783864,41.60144943834105,25610100
2018-03-23,39.88289260864258,41.20964910726158,39.85617704244945,40.94251722269374,21398900
2018-03-26,41.387733459472656,41.5302040081703,40.41715178498063,40.55962233367828,20754800
2018-03-27,40.40825653076172,41.690491712392976,40.069887639599386,41.52130896519504,18925300
2018-03-28,40.05208206176758,40.390450983924175,39.633573221120386,40.3192139911473,22156900
2018-03-29,40.73772048950195,41.218559972798744,40.07879193126933,40.345927242056376,14256400
2018-04-02,40.07878112792969,40.826752323629364,39.553420366702944,40.648666693463554,15343300
2018-04-03,39.97193908691406,40.36373572369548,39.43767526900587,40.36373572369548,15734600
2018-04-04,40.524009704589844,40.62195885787048,39.21506241072634,39.24177458097877,18505900
2018-04-05,40.924705505371094,41.12060379404489,40.55962449260283,40.71990429301485,12313000
2018-04-06,39.91851043701172,40.737715322335525,39.71370581891462,40.52400778016584,13893600
2018-04-09,39.9808464050293,40.648677892440034,39.96303715775302,40.16783840628032,15200000
2018-04-10,40.800048828125,41.02265930990079,40.479489190885246,40.55962910019518,14868900
2018-04-11,40.613059997558594,40.95142890727086,40.390449498468065,40.426067993546546,14911400
2018-04-12,40.853485107421875,41.11171073872402,40.64868382898433,40.6842989319717,13970300
2018-04-13,41.03156661987305,41.43226277930973,40.61305781708682,41.23636786042878,12493600
2018-04-16,41.17461395263672,41.478617758469085,40.772255472736624,41.15673097454901,11639000
2018-04-17,41.72004318237305,41.96145833012268,41.47862803462341,41.49651101714155,10762700
2018-04-18,42.09557342529297,42.28333960065093,41.73792064389996,41.73792064389996,11312900
2018-04-19,41.86309814453125,42.122396240811824,41.75580367431608,42.01510177059665,8563200
2018-04-20,41.3355712890625,41.684280952335925,41.112039103802054,41.55016368767794,15675600
2018-04-23,40.951080322265625,41.5501481280577,40.87955182339998,41.46967643506561,14904400
2018-04-24,40.70966720581055,41.460735239667656,40.486135093482,41.06731994986797,13357000
2018-04-25,40.90638732910156,40.986859047165794,40.28049656758314,40.61132322592264,12637500
2018-04-26,41.09415054321289,41.31768269814007,41.04050500896157,41.210388218807424,12175800
2018-04-27,40.70966720581055,41.23720312733911,40.65602168178248,41.23720312733911,14420800
2018-04-30,40.834842681884766,41.147789670613044,40.73649142228018,40.82590289858587,13896600
2018-05-01,41.085208892822266,41.085208892822266,40.5844956606152,40.5844956606152,8838000
2018-05-02,40.69178771972656,41.20144411753778,40.65602517091513,41.03155751465749,10715200
2018-05-03,40.2894401550293,40.58450085023805,39.77978707262576,40.55767808090006,15370200
2018-05-04,40.87062454223633,41.0583907620482,40.056967512221064,40.17320520531767,10571800
2018-05-07,41.19249725341797,41.344500862939576,40.93319918535892,41.07625960035196,9006000
2018-05-08,41.076263427734375,41.12097258288442,40.7275538468738,41.02261789888177,9830600
2018-05-09,41.64851379394531,41.73792529383987,41.11203456208771,41.335566722654185,11822400
2018-05-10,41.961456298828125,42.11345652662895,41.67533541404893,41.845218623502205,10974200
2018-05-11,41.86309814453125,42.158162201160124,41.70215473379363,42.122396240811824,9498100
2018-05-14,41.86309814453125,42.25651347587337,41.74686047881414,41.85415835985903,9689500
2018-05-15,41.85416030883789,41.8631000939264,41.353447073134696,41.585919004564474,11304900
2018-05-16,41.78263854980469,41.96146499254906,41.53228357646098,41.96146499254906,9874200
2018-05-17,41.61275100708008,42.07769834585995,41.505453106017555,41.746868267162704,10162300
2018-05-18,41.416038513183594,41.836280067288335,41.344509995302204,41.74686515639898,13517300
2018-05-21,42.211814880371094,42.28334681318322,41.56804453921337,41.60380709478915,13416300
