Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2018-01-02,59.48668670654297,59.60561682487666,58.52824296321001,58.64017562237776,11469300
2018-01-03,60.65501022338867,60.84390425433372,59.3397708157785,59.57763638483942,13957700
2018-01-04,60.73896026611328,61.01879989836557,60.466118092478986,60.71797322775634,10863000
2018-01-05,60.68996810913086,60.78091369027451,59.962387447496035,60.68996810913087,11047600
2018-01-08,60.96281814575195,60.96981560290547,60.58503552190052,60.654994080947986,10927100
2018-01-09,60.70397186279297,60.96982188706882,60.62002371828184,60.82290729667786,8131600
2018-01-10,60.22126388549805,60.997816374428524,60.151305307778536,60.86489134051331,10822300
2018-01-11,60.8159065246582,61.12373060441483,60.11631022520856,60.41713684747175,14366000
2018-01-12,61.228668212890625,61.55747934070007,60.99080802362207,61.00479760166877,9834500
2018-01-16,60.84389114379883,61.39657286201415,60.585038590964956,61.38257794699816,10882800
2018-01-17,61.564491271972656,61.711405894735606,60.81592323932472,61.00481194359203,10546000
2018-01-18,61.16569519042969,61.697389790069266,61.10272875774437,61.403555333363364,9223700
2018-01-19,60.969825744628906,61.39657996454947,60.5920430579371,61.26365494400138,13090000
2018-01-22,61.73937225341797,61.76735674536381,60.899858845027154,60.98380698336859,10270400
2018-01-23,61.774356842041016,61.88628947711063,61.38257927555662,61.7393748912401,10281800
2018-01-24,61.93524932861328,62.20809141343133,61.57146166135431,61.90726484074793,10316100
2018-01-25,61.823333740234375,62.17313192863958,61.70439829967906,61.94926130156012,11271900
2018-01-26,62.264060974121094,62.264060974121094,61.89327584703851,62.0122059184621,10514400
2018-01-29,61.57146072387695,62.47394042818615,61.529481323970444,61.977222448008234,9315700
2018-01-30,60.71095657348633,61.83030941108033,60.71095657348633,61.24265117290423,12408000
2018-01-31,61.07475662231445,61.19368670744193,60.396147385122696,60.557051538531404,14404700
2018-02-01,62.31304931640625,62.43897687823196,61.10974268951534,61.21468321395291,17971000
2018-02-02,59.13687515258789,60.17228003852561,58.066493653693904,59.55663187053703,29822100
2018-02-05,55.771827697753906,58.7591020755827,54.65946660964163,58.26238925573281,30452700
2018-02-06,54.81336975097656,56.212562369189094,53.79895723777098,54.92530772243177,36262800
2018-02-07,53.82693862915039,55.554942267075454,53.81294371477674,54.87633303234414,21994500
2018-02-08,53.2182731628418,54.27466472961941,53.19028867936818,54.17672170620898,25650800
2018-02-09,53.55752944946289,54.052257826151376,52.2288410107353,53.889702907163816,29491600
2018-02-12,54.009857177734375,54.857960781551576,53.59994070549324,54.455113322163406,19340400
2018-02-13,53.925045013427734,54.243080461911326,53.52219759571288,53.783691731375626,11926600
2018-02-14,54.038124084472656,54.17947737133125,53.126415604521775,53.5646027056686,17188400
2018-02-15,53.861454010009766,54.20776023913296,53.32432212968113,54.15122429810755,14432400
2018-02-16,54.09465026855469,54.504566597673254,53.606991001428284,53.81901817637238,13722400
2018-02-20,53.53632354736328,54.75193466093981,53.331365358020655,54.04518451510003,13387300
2018-02-21,52.92854309082031,54.02400849320362,52.91441045371472,53.585821253834645,11715000
2018-02-22,53.61406326293945,54.30667534454969,53.14054198786862,53.21828493059074,14020200
2018-02-23,54.794349670410156,54.85796000102794,53.67768290691451,53.776627517140525,13378800
2018-02-26,55.72018814086914,55.783798468412286,54.81554866705644,54.94276393006614,16940400
2018-02-27,54.77315139770508,56.44815164611172,54.77315139770508,55.833276908628406,14629500
2018-02-28,53.529258728027344,55.30320324278489,53.50098807293078,55.23959831287471,17087800
2018-03-01,53.14760208129883,54.19359453722181,52.90730965033308,53.380830893995004,15696700
2018-03-02,53.39497756958008,53.62113740859036,52.63875510238235,52.92851986857869,15630300
2018-03-05,53.90384292602539,54.10880115976107,53.091084395930224,53.168827360177445,14891000
